ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
31254	Imbecillitas Levis Syndroma Turner                           	F71	3		19710401	19931231
31255	Imbecillitas Levis Cum Abnorm. Chromosomatica Sexuali Alia   	F71	3		19710401	19931231
31258	Imbecillitas Levis Cum Abnorm. Chromosomatica Alia Definita  	F71	3		19710401	19931231
31259	Imbecillitas Levis Cum Abnorm. Chromosomatica Non Specificata	F71	3		19710401	19931231
31269	Imbecillitas Levis Cum Immaturitate                          	F71	3		19710401	19931231
31279	Imbecil.Levis Seq.Perturbatio. Psychiatricarum Gravium       	F71	3		19710401	19931231
31289	Imbecillitas Levis Cum Deprivatione Psycho-Sociali           	F71	3		19710401	19931231
31290	Imbecil.Levis Polygenes,Sola Perturbat.Functionis Manifesta  	F71	3		19710401	19931231
31299	Imbecil,Levis Casus Al.Et Non Spec.(Oligophrenia Non Spec.)  	F71	2		19710401	19931231
31300	Imbecillitas Gravis Post Infectionem Praenatalem             	F72	3		19710401	19931231
31301	Imbecillitas Gravis Post Infectionem Postnatalem             	F72	3		19710401	19931231
31302	Imbecil.Gravis Post Toxaemiam Gravid.S.Aliam Intox.Maternal. 	F72	3		19710401	19931231
31308	Imbecil.Gravis Post Infectio. S.Intoxicationem Aliam Def.    	F72	3		19710401	19931231
31309	Imbecil.Gravis Seq.Infectionum Et Intoxicationum Non Specif. 	F72	3		19710401	19931231
31310	Imbecillitas Gravis Post Trauma Praenatale                   	F72	3		19710401	19931231
31311	Imbecillitas Gravis Post Trauma Mechanicum In Partu          	F72	3		19710401	19931231
31312	Imbecillitas Gravis Post Asphyxiam In Partu                  	F72	3		19710401	19931231
31313	Imbecillitas Gravis Post Trauma Postnatale                   	F72	3		19710401	19931231
31318	Imbecillitas Gravis Post Trauma Aliud Definitum              	F72	3		19710401	19931231
31319	Imbecil.Gravis Seq.Traumatis S.Causa.Physicarum Non Specif.  	F72	3		19710401	19931231
31320	Imbecil.Gravis Cum Perturbat. Metabolismi Lipoidum           	F72	3		19710401	19931231
31321	Imbecil.Gravis Cum Perturbat. Metabol.Acid.Amini S.Proteini  	F72	3		19710401	19931231
31322	Imbecil.Gravis Cum Perturbat. Metabolismi Carbonis Hydratis  	F72	3		19710401	19931231
31323	Imbecil.Gravis Cum Perturbat. Metabolismi Mucopolysaccaridi  	F72	3		19710401	19931231
31324	Imbecillitas Gravis Cum Perturbatione Endocrini              	F72	3		19710401	19931231
31328	Imbecil.Gravis Cum Perturbat. Metabol.S.Nutrit.Alia Def.     	F72	3		19710401	19931231
31329	Imbecil.Gravis Cum Perturbat. Metabol.S.Nutrit.Non Specif.   	F72	3		19710401	19931231
31330	Imbecil.Grav.Neurofibromatosis (V.Recklinghausen)            	F72	3		19710401	19931231
31331	Imbecil.Grav.Angiomat.Trigemi. Cerebra.(Sturge-Weber-Dimitri)	F72	3		19710401	19931231
31332	Imbecillitas Gravis Sclerosis Tuberosa                       	F72	3		19710401	19931231
31333	Imbecillitas Gravis Neoplasma Intracraniale                  	F72	3		19710401	19931231
31334	Imbecil.Gravis Encephalopathia Cum Sclerosi Cerebri Diffusa  	F72	3		19710401	19931231
31335	Imbecil.Gravis Encephalopathia Cum Degeneratione Cerebelli   	F72	3		19710401	19931231
31338	Imbecil.Gravis Mb.Gravis Postnatalis Cerebri Alius Def.      	F72	3		19710401	19931231
31339	Imbecil.Gravis Mb.Gravis Postnat.Cerebri Non Specif.         	F72	3		19710401	19931231
31340	Imbecillitas Gravis Defectus Cerebralis Congenitus           	F72	3		19710401	19931231
31341	Imbecil.Gravis Encephalopathia Cum Anomal.Prim.Cran.Multipl. 	F72	3		19710401	19931231
31348	Imbecil.Gravis Mb.Praenatalis (Origine Ignota)Alius Def.     	F72	3		19710401	19931231
31349	Imbecil.Gravis Mb.Praenatalis (Origine Ignota)Non Specif.    	F72	3		19710401	19931231
31350	Imbecil.Gravis Morbus Down (Mongolismus)Ej Kromosomunders    	F72	3		19710401	19931231
31351	Imbecil.Gravis Mb.Down Cum Tris.21 S.Alia Abnorm.Chromos.    	F72	3		19710401	19931231
31352	Imbecillitas Gravis Alia Abnormitas Autosomatica             	F72	3		19710401	19931231
31353	Imbecillitas Gravis Syndroma Klinefelter                     	F72	3		19710401	19931231
31354	Imbecillitas Gravis Syndroma Turner                          	F72	3		19710401	19931231
31355	Imbecil.Gravis Cum Abnormitate Chromosomatica Sexuali Alia   	F72	3		19710401	19931231
31358	Imbecil.Gravis Cum Abnormitate Chromosomatica Alia Definita  	F72	3		19710401	19931231
31359	Imbecil.Gravis Cum Abnormitate Chromosomatica Non Specificata	F72	3		19710401	19931231
31369	Imbecillitas Gravis Cum Immaturitate                         	F72	3		19710401	19931231
31379	Imbecil.Gravis Seq.Perturbat. Psychiatricarum Gravium        	F72	3		19710401	19931231
31389	Imbecillitas Gravis Cum Deprivatione Psycho-Sociali          	F72	3		19710401	19931231
31390	Imbecil.Gravis Polygenes,Sola Perturbat.Functionis Manifesta 	F72	3		19710401	19931231
31399	Imbecil.Gravis Casus Al.Et Non Spec.(Oligophrenia Non Spec.) 	F72	2		19710401	19931231
31400	Idiotia Post Infectionem Praenatalem                         	F73	3		19710401	19931231
31401	Idiotia Post Infectionem Postnatalem                         	F73	3		19710401	19931231
31402	Idiotia Post Toxaemiam Gravid. S.Aliam Intoxicat.Maternalem  	F73	3		19710401	19931231
31408	Idiotia Post Infectionem Sive Intoxicationem Aliam Definitam 	F73	3		19710401	19931231
31409	Idiotia Seq.Infectionum Et Intoxicationum Non Specific.      	F73	3		19710401	19931231
31410	Idiotia Post Trauma Praenatale                               	F73	3		19710401	19931231
31411	Idiotia Post Trauma Mechanicum In Partu                      	F73	3		19710401	19931231
31412	Idiotia Post Asphyxiam In Partu                              	F73	3		19710401	19931231
31413	Idiotia Post Trauma Postnatale                               	F73	3		19710401	19931231
31418	Idiotia Post Trauma Aliud Definitum                          	F73	3		19710401	19931231
31419	Idiotia Seq.Traumatis S. Causarum Physicarum Non Spec.       	F73	3		19710401	19931231
31420	Idiotia Cum Perturbatione Metabolismi Lipoidum               	F73	3		19710401	19931231
31421	Idiotia Cum Perturbatione Metabol.Acid.Amini S.Proteini      	F73	3		19710401	19931231
31422	Idiotia Cum Perturbatione Metabolismi Carbonis Hydratis      	F73	3		19710401	19931231
31423	Idiotia Cum Perturbatione Metabolismi Mucopolysaccaridi      	F73	3		19710401	19931231
31424	Idiotia Cum Perturbatione Endocrini                          	F73	3		19710401	19931231
31428	Idiot.Cum Perturbat.Metabol. Increment.S.Nutritio.Alia Def.  	F73	3		19710401	19931231
31429	Idiot.Cum Perturbat.Metabol. Increment.S.Nutritio.Non Spec.  	F73	3		19710401	19931231
31430	Idiotia Neurofibromatosis (V.Recklinghausen)                 	F73	3		19710401	19931231
31431	Idiot.Angiomatosis Trigeminal. Cerebr.(Sturge-Weber-Dimitri) 	F73	3		19710401	19931231
31432	Idiotia Sclerosis Tuberosa                                   	F73	3		19710401	19931231
31433	Idiotia Neoplasma Intracraniale                              	F73	3		19710401	19931231
31434	Idiotia Encephalopathia Cum Sclerosi Cerebri Diffusa         	F73	3		19710401	19931231
31435	Idiotia Encephalopathia Cum Degeneratione Cerebelli          	F73	3		19710401	19931231
31438	Idiotia Morbus Gravis Postnatalis Cerebri Alius Def.         	F73	3		19710401	19931231
31439	Idiotia Morbus Gravis Postnatal.Cerebri Non Specif.          	F73	3		19710401	19931231
31440	Idiotia Defectus Cerebralis Congenitus                       	F73	3		19710401	19931231
31441	Idiotia Encephalopathia Cum Anomalia Prim.Cranial.Multipl.   	F73	3		19710401	19931231
31448	Idiotia Mb.Praenatalis(Origine Ignota)Alius Definitus        	F73	3		19710401	19931231
31449	Idiotia Mb.Praenatalis (Origine Ignota)Non Specif.           	F73	3		19710401	19931231
31450	Idiotia Morbus Down (Mongolismus)Ej Kromosomunders           	F73	3		19710401	19931231
31451	Idiot.Mb.Down Cum Trisomia 21 S.Alia Abnormitate Chromosom.  	F73	3		19710401	19931231
31452	Idiotia Alia Abnormitas Autosomatica                         	F73	3		19710401	19931231
31453	Idiotia Syndroma Klinefelter                                 	F73	3		19710401	19931231
31454	Idiotia Syndroma Turner                                      	F73	3		19710401	19931231
31455	Idiotia Cum Abnormitate Chromosomatica Sexuali Alia          	F73	3		19710401	19931231
31458	Idiotia Cum Abnormitate Chromosomatica Alia Definita         	F73	3		19710401	19931231
31459	Idiotia Cum Abnormitate Chromosomatica Non Specificata       	F73	3		19710401	19931231
31469	Idiotia Cum Immaturitate                                     	F73	3		19710401	19931231
31479	Idiotia Seq.Perturbationum Psychiatricarum Gravium           	F73	3		19710401	19931231
31489	Idiotia Cum Deprivatione Psycho-Sociali                      	F73	3		19710401	19931231
31490	Idiotia Polygenes,Sola Perturbat.Functionis Manifesta        	F73	3		19710401	19931231
31499	Idiotia Casus Alii Et Non Spec.(Oligophrenia Non Spec.)      	F73	2		19710401	19931231
31500	Oligophrenia Post Infectionem Praenatalem                    	F79	3		19710401	19931231
31501	Oligophrenia Post Infectionem Postnatalem                    	F79	3		19710401	19931231
31502	Oligophre.Post Toxaemi.Gravid. S.Aliam Intoxicat.Maternalem  	F79	3		19710401	19931231
31508	Oligophrenia Post Infectionem S.Intoxicationem Aliam Def.    	F79	3		19710401	19931231
31509	Oligophrenia Seq.Infectionum Et Intoxicationum Non Specif.   	F79	3		19710401	19931231
31510	Oligophrenia Post Trauma Praenatale                          	F79	3		19710401	19931231
31511	Oligophrenia Post Trauma Mechanicum In Partu                 	F79	3		19710401	19931231
31512	Oligophrenia Post Asphyxiam In Partu                         	F79	3		19710401	19931231
31513	Oligophrenia Post Trauma Postnatale                          	F79	3		19710401	19931231
31518	Oligophrenia Post Trauma Aliud Definitum                     	F79	3		19710401	19931231
31519	Oligophrenia Seq.Traumatis S. Causa.Physicarum Non Specif.   	F79	3		19710401	19931231
31520	Oligophrenia Cum Perturbatione Metabolismi Lipoidum          	F79	3		19710401	19931231
31521	Oligophrenia Cum Perturbat. Metabol.Acid.Amini S.Proteini    	F79	3		19710401	19931231
31522	Oligophrenia Cum Perturbatione Metabolismi Carbonis Hydratis 	F79	3		19710401	19931231
31523	Oligophrenia Cum Perturbatione Metabolismi Mucopolysaccaridi 	F79	3		19710401	19931231
31524	Oligophrenia Cum Perturbatione Endocrini                     	F79	3		19710401	19931231
31528	Oligophr.Cum Perturb.Metabol. Incremen.S.Nutritio.Alia Def.  	F79	3		19710401	19931231
31529	Oligophr.Cum Perturb.Metabol. Incremen.S.Nutritio.Non Spec.  	F79	3		19710401	19931231
31530	Oligophrenia Neurofibromatosis (V.Recklinghausen)            	F79	3		19710401	19931231
31531	Oligophrenia Angiomat.Trigemi. Cerebra.(Sturge-Weber-Dimitri)	F79	3		19710401	19931231
31532	Oligophrenia Sclerosis Tuberosa                              	F79	3		19710401	19931231
31533	Oligophrenia Neoplasma Intracraniale                         	F79	3		19710401	19931231
31534	Oligophrenia Encephalopathia Cum Sclerosi Cerebri Diffusa    	F79	3		19710401	19931231
31535	Oligophrenia Encephalopathia Cum Degeneratione Cerebelli     	F79	3		19710401	19931231
31538	Oligophrenia Mb.Gravis Postnatalis Cerebri Alius Def.        	F79	3		19710401	19931231
31539	Oligophrenia Mb.Gravis Postnatalis Cerebri Non Specif        	F79	3		19710401	19931231
31540	Oligophrenia Defectus Cerebralis Congenitus                  	F79	3		19710401	19931231
31541	Oligophren.Encephalopathia Cum Anomalia Prim.Cranial.Multipl.	F79	3		19710401	19931231
31548	Oligpphrenia Mb.Praenatalis (Origine Ignota)Alius Def.       	F79	3		19710401	19931231
31549	Oligophrenia Mb.Praenatalis (Origine Ignota)Non Specif.      	F79	3		19710401	19931231
31550	Oligophrenia Morbus Down (Mongolismus)Ej Kromosomunders      	F79	3		19710401	19931231
31551	Oligophr.Mb.Down Cum Trisomia 21 S.Alia Abnorm.Chromosom.    	F79	3		19710401	19931231
31552	Oligophrenia Alia Abnormitas Autosomatica                    	F79	3		19710401	19931231
31553	Oligophrenia Syndroma Klinefelter                            	F79	3		19710401	19931231
31554	Oligophrenia Syndroma Turner                                 	F79	3		19710401	19931231
31555	Oligophrenia Cum Abnormitate Chromosomatica Sexuali Alia     	F79	3		19710401	19931231
31558	Oligophrenia Cum Abnormitate Chromosomatica Alia Definita    	F79	3		19710401	19931231
31559	Oligophrenia Cum Abnormitate Chromosomatica Non Specificata  	F79	3		19710401	19931231
31569	Oligophrenia Cum Immaturitate                                	F79	3		19710401	19931231
31579	Oligophrenia Seq.Perturbatio. Psychiatricarum Gravium        	F79	3		19710401	19931231
31589	Oligophrenia Cum Deprivatione Psycho-Sociali                 	F79	3		19710401	19931231
31590	Oligophrenia Polygenes,Sola Perturbat.Functionis Manifesta   	F79	3		19710401	19931231
31599	Oligophrenia Casus Alii Et Non Spec.(Oligophrenia Non Spec.) 	F79	2	A	19710401	19931231
32009	Meningitis Purulenta Per Haemophilum Influenzae              	G000	2	D	19710401	19931231
32019	Meningitis Purulenta Per Pneumococcum                        	G001	2	D	19710401	19931231
32080	Meningitis Purulenta Per Streptococcum                       	G002	2	D	19710401	19931231
32089	Meningitis Per Organismos Alios Specificatos                 	G039	3	C	19710401	19931231
32090	Meningitis                                                   	G039	2	D	19710401	19931231
32091	Meningoencephalitis                                          	G04	2	E	19710401	19931231
32092	Arachnoiditis                                                	G039	2		19710401	19931231
32093	Meningo-Radiculo-Myelitis                                    	G04	3		19710401	19931231
32099	Meningitis Per Organismos Non Specificatos                   	G039	1		19710401	19931231
32199	Thrombophlebitis Sinuum Durae Matris Pyogenes                	G089	2	E	19710401	19931231
32200	Abscessus Cerebri,Cerebelli                                  	G060	2	A	19710401	19931231
32201	Abscessus Medullae Spinalis                                  	G061	2	A	19710401	19931231
32202	Abscessus Subduralis Intracranialis                          	G060B	1		19710401	19931231
32203	Abscessus Subduralis Spinalis                                	G061A	1		19710401	19931231
32204	Abscessus Epiduralis Intracranialis                          	G060A	1		19710401	19750331
32204	Abscessus Epiduralis Intracranialis                          	G060A	1		19750401	19931231
32205	Abscessus Epiduralis Spinalis                                	G061C	1		19710401	19931231
32208	Abscessus Intracranialis Et Intraspinalis Alius Definitus    	G06	2	A	19710401	19931231
32209	Abscessus Intracranialis Et Intraspinalis                    	G06	2	A	19710401	19931231
32300	Encephalitis Acuta Infectiosa                                	G049A	3	G	19710401	19750331
32300	Encephalitis Postinfectiosa (Per Organismos Non Specif.)     	G048A	3	E	19750401	19931231
32301	Encephalitis Postinfectiosa (Per Organismos Non Specif.)     	G048A	3	E	19710401	19750331
32301	Encephalitis Posttraumatica                                  	G048A	2		19750401	19931231
32302	Encephalitis Posttraumatica                                  	G048A	2		19710401	19750331
32302	Myelitis Transversa                                          	G049C	3	G	19750401	19931231
32303	Encephalomyelitis Disseminata                                	G040	2		19750401	19931231
32303	Myelitis Transversa                                          	G049C	3	G	19710401	19750331
32304	Encephalomyelitis Disseminata                                	G040	2		19710401	19750331
32308	Encephalitis,Encephalomyelitis Et Myelitis Alia Definita     	G04	2	A/D	19710401	19931231
32309	Encephalitis,Encephalomyelitis Et Myelitis                   	G049	2	D	19710401	19931231
32400	Hydrocephalus Acquisitus, Absces.S.Infect.Intracran.Seq.     	G91	3	E	19710401	19931231
32401	Encephalitidis Sequelae                                      	G099	3		19710401	19931231
32408	Abscessus S.Infectio Purulenta Intracranialis,Seq.Alia Def.  	G099	3		19710401	19931231
32409	Abscessus S.Infectio Purulenta Intracranialis,Sequelae       	G099	3		19710401	19931231
33009	Atrophia Mm.Neuropathica, Charcot-Marie-Tooth                	G600	2	A	19710401	19931231
33019	Atrophia Mm.Progressiva Spinalis,Werdnig-Hoffmann            	G12	2	A	19710401	19931231
33029	Amyotonia Congenita,Oppenheim                                	G702	2		19710401	19931231
33030	Dystrophia Mm.Progressiva, Typus Scapulohumeralis,Erb        	G710D	2	B	19710401	19931231
33031	Dystroph.Mm.Progr.Typus Facioscap.-Hum.Landouzy-Dejerine     	G710I	2		19710401	19931231
33038	Dystrophia Musculorum Progressiva,Alia Definita              	G710	2	A	19710401	19931231
33039	Dystrophia Musculorum Progressiva                            	G710B	2	D	19710401	19931231
33090	Dystrophia Myotonica                                         	G711A	1		19710401	19931231
33091	Dystrophia Myotonica, Thomsen                                	G711B	2		19710401	19931231
33099	Morbus Neuromuscularis Hereditarius Alius                    	G709	3		19710401	19931231
33109	Chorea(Major)Huntington                                      	G109	1	B	19710401	19931231
33119	Dystonia Musculorum Deformans, Morbus Oppenheim-Ziehen       	G241	2		19710401	19931231
33129	Epilepsia Myoclonica Progressiva Familiaris                  	G403	2		19710401	19931231
33199	Morbus Hereditarius Systematis Striato Pallidi Alius         	G259	3	C	19710401	19931231
33209	Ataxia Familiaris Spinalis, Friedreich                       	G111	2	C	19710401	19931231
33219	Ataxia Familiaris Cerebellaris,Marie                         	G112	3		19710401	19931231
33299	Ataxia Familiaris,Hereditaria Alia Et Non Specificata        	G119	2		19710401	19931231
33300	Idiotia Amaurotica Familiaris, Typus Infantilis,Tay-Sach     	E750	2	A	19710401	19931231
33301	Idiotia Amaurotica Familiaris, Typus Juvenil.Spielmeyer-Vogt 	E754	2		19710401	19931231
33308	Idiotia Amaurotica Familiaris Alia Definita                  	E75	3	A	19710401	19931231
33309	Idiotia Amaurotica Familiaris                                	E75	3	A	19710401	19931231
33319	Leukoencephalopathia Progressiva                             	G934	3		19710401	19931231
33399	Mb.Hereditarius Et Fam.System. Nervosi Alius Et Non Specif.  	G989	3		19710401	19931231
34000	Sclerosis Disseminata Cum Paresi Vesicae Urinariae           	G35	3	A	19710401	19931231
34001	Sclerosis Disseminata Cum Paresi Extremitatum                	G35	3	A	19710401	19931231
34008	Sclerosis Disseminata Cum Manifestatione Alia Definita       	G35	3	A	19710401	19931231
34009	Sclerosis Disseminata                                        	G359	1		19710401	19931231
34100	Neuromyelitis Optica                                         	G360	1		19710401	19931231
34101	Encephalitis Periaxialis Diffusa,Schilder                    	G370	2		19710401	19931231
34109	Morbus Demyelinans Systematis Nervosi Centralis Alius        	G379	3	C	19710401	19931231
34299	Paralysis Agitans, Parkinsonismus                            	G209	3	C	19710401	19931231
34300	Hemiplegia Spastica Infantilis                               	G802	2		19710401	19791231
34301	Diplegia Spastica Infantilis                                 	G801	2		19710401	19791231
34302	Paraplegia Spastica Infantilis                               	G808	2		19710401	19791231
34303	Tetraplegia Spastica Infantilis                              	G800	2		19710401	19791231
34304	Athetosis (Choreoathetosis)                                  	G803	2		19710401	19791231
34399	Paralysis Cerebralis Infantilis                              	G80	3	A	19710401	19931231
34499	Paralysis Cerebralis  Alia Et Non Specificata                	G80	2	A	19710401	19931231
34509	Epilepsia Petit Mal                                          	G407	1	B	19710401	19931231
34510	Epilepsia Grand Mal                                          	G406	1	B	19710401	19931231
34511	Epilepsia Myoclonica Infantilis                              	G403A	2		19710401	19931231
34518	Convulsiones Universales Aliae Definitae                     	G403	2		19710401	19931231
34519	Convulsiones Universales                                     	G403	2		19710401	19931231
34529	Status Epilepticus                                           	G419	1		19710401	19931231
34530	Epilepsia Focalis                                            	G40	3	A	19710401	19931231
34531	Epilepsia Psychomotorica                                     	G402	2	A	19710401	19931231
34538	Convulsiones Focales Aliae Definitae                         	G40	3	A	19710401	19931231
34539	Convulsiones Focales                                         	G40	3	A	19710401	19931231
34599	Epilepsia Alia Et Non Specificata                            	G40	2	A	19710401	19931231
34600	Hemicrania Ophthalmoplegica                                  	G438A	1		19710401	19931231
34601	Hemicrania Neuralgiformis Periodica(Horton)                  	G440	2		19710401	19931231
34608	Hemicrania Alia Definita                                     	G43	2	A/E	19710401	19931231
34609	Hemicrania                                                   	G439	2	E	19710401	19931231
34700	Narcolepsia                                                  	G4744	2	G	19710401	19931231
34701	Cataplexia                                                   	G474	2		19710401	19931231
34709	Narcolepsia Et Cataplexia                                    	G474	1		19710401	19931231
34790	Ataxia Cerebellaris                                          	R270	2		19710401	19931231
34791	Atrophia Cerebri Cryptogenetica                              	G31	5	E	19710401	19931231
34792	Atrophia Cerebelli                                           	G31	5	E	19710401	19931231
34793	Hydrocephalus Acquisitus Externus                            	G91	2	A	19710401	19931231
34794	Hydrocephalus Acquisitus Internus                            	G91	2	A	19710401	19931231
34795	Hydrocephalus Acquisitus Non Specificatus                    	G919	2		19710401	19931231
34796	Encephalopathia Ex Anoxia                                    	G931	2	D	19710401	19931231
34799	Morbus Cerebri Alius                                         	G939	3	C	19710401	19931231
34809	Sclerosis Lateralis Amyotrophica                             	G122G	1		19710401	19931231
34819	Paralysis Bulbaris Progressiva                               	G122F	1		19710401	19931231
34820	Paralysis Spinalis Progressiva                               	G122E	1		19710401	19931231
34829	Atrophia Musculorum Progressiva Alia                         	G122D	2		19710401	19931231
34899	Morbus Neuronis Motorii Alius Et Non Specificatus            	G122	2	A	19710401	19931231
34900	Syringomyelia                                                	G950B	1		19710401	19931231
34901	Syringobulbia                                                	G950A	1		19710401	19931231
34909	Syringomyelia Et Syringobulbia                               	G950	1		19710401	19931231
34990	Haematomyelia                                                	G951A	2		19710401	19931231
34999	Morbus Medullae Spinalis Alius                               	G959	3	C	19710401	19931231
35099	Paresis Nervi Facialis (Vii)                                 	G510	2		19710401	19931231
35100	Neuralgia Nervi Trigemini Maligna                            	G500	2		19710401	19931231
35101	Neuralgia Nervi Trigemini Benigna(Dolor Atypicus Faciei)     	G501	2		19710401	19931231
35109	Neuralgia Nervi Trigemini(V)                                 	G500	1		19710401	19931231
35200	Neuritis Plexus Brachialis                                   	G540	3		19710401	19931231
35201	Neuritis Nervi Mediani                                       	G561	2		19710401	19931231
35202	Neuritis Nervi Radialis                                      	G563	2	B	19710401	19931231
35203	Neuritis Nervi Ulnaris                                       	G562	2	B	19710401	19931231
35208	Neuritis Brachialis Alia Definita                            	G56	2	E	19710401	19931231
35209	Neuritis Brachialis                                          	G569	2	E	19710401	19931231
35399	Neuritis Et Neuralgia Nervi Ischiadici                       	G570	3	D	19710401	19931231
35400	Polyradiculitis Acuta                                        	G610	2	B	19710401	19931231
35401	Polyneuritis                                                 	G629	2		19710401	19931231
35408	Polyneuritis Et Polyradiculitis Alia Definita                	G629	3	C	19710401	19931231
35409	Polyneuritis Et Polyradiculitis                              	G629	3	C	19710401	19931231
35500	Neuralgia Et Neuritis Nervi Occipitalis                      	G588	3	C	19710401	19931231
35501	Neuralgia Et Neuritis Nervi Periphericis Alia Definita       	M792	5	D	19710401	19931231
35502	Neuralgia Et Neuritis Nervi Glossopharyngei(Ix)              	G521	2	E	19710401	19931231
35503	Neuralgia Et Neuritis Nervi Cranialis I,X,Xi Et Xii          	G52	3		19710401	19931231
35509	Neuralgia Et Neuritis Alia Et Non Specificata                	M792	3	D	19710401	19931231
35600	Paresis Nervi Oldfactorii(I)                                 	G520	2		19710401	19931231
35601	Paresis Nervi Trigemini(V)                                   	G50	2	A	19710401	19931231
35602	Paresis Nervi Glossopharyngei (Ix)                           	G521	2		19710401	19931231
35603	Paresis Nervi Vagi(X)                                        	G522	2		19710401	19931231
35604	Paresis Nervi Accessorii(Xi)                                 	G528	3		19710401	19931231
35605	Paresis Nervi Hypoglossi(Xii)                                	G523	2		19710401	19931231
35609	Morbus Alius Nervorum Cranialium                             	G528	2		19710401	19931231
35799	Mb.Alius Nn.Periphericorum (Systemate Autonomica Except.)    	G649A	2		19710401	19931231
35800	Syndroma Horner                                              	G902	2	E	19710401	19931231
35801	Dystrophia Reflexorum Extremitatis                           	M890	2		19710401	19931231
35808	Mb.System.Nervosi Peripherici Autonomici Alius Definitus     	G90	2	A	19710401	19931231
35809	Morbus Systematis Nervosi Peripherici Autonomici             	G909	2		19710401	19931231
36000	Conjunctivitis Catarrhalis, Infectiosa                       	H10	2	A	19710401	19931231
36001	Conjunctivitis Nivalis, Actinica                             	H161G	2		19710401	19931231
36002	Conjunctivitis Phlyctaenulosa                                	H162A	2		19710401	19931231
36003	Conjunctivitis Allergica (Rhinitide Allergica Exclusa)       	H101	3	F	19710401	19931231
36004	Blepharoconjunctivitis.                                      	H105	1		19730401	19750331
36004	Blepharoconjunctivitis.                                      	H105	1		19750401	19931231
36005	Conjunctivitis Chronica Simplex.                             	H104	2		19730401	19750331
36005	Conjunctivitis Chronica Simplex.                             	H104	2		19750401	19931231
36008	Conjunctivitis Alia Definita                                 	H10	2	A	19710401	19931231
36009	Conjunctivitis Et Ophthalmia                                 	H10	3	C	19710401	19931231
36100	Blepharitis Squamosa                                         	H010	2		19710401	19931231
36101	Blepharitis Ulcerosa                                         	H010	2		19710401	19931231
36102	Oedema Palpebrae Non Specificatum                            	H028	3		19710401	19931231
36103	Blepharitis Allergica.                                       	H010	2		19730401	19750331
36103	Blepharitis Allergica.                                       	H010	2		19750401	19931231
36108	Blepharitis Alia Definita                                    	H010	2		19710401	19931231
36109	Blepharitis                                                  	H019	2		19710401	19931231
36200	Hordeolum Externum                                           	H000C	2		19710401	19931231
36201	Hordeolum Internum(Meibom)                                   	H000C	2		19710401	19931231
36202	Abscessus Palpebrae                                          	H000A	1		19710401	19931231
36208	Hordeolum Aliud Definitum                                    	H000C	2		19710401	19931231
36209	Hordeolum                                                    	H000C	1		19710401	19931231
36300	Keratitis Ulcerosa                                           	H160A	1		19710401	19931231
36301	Ulcus Serpens Corneae                                        	H160E	1		19710401	19931231
36302	Ulcus Rodens Corneae(Mooren)                                 	H160D	1	B	19710401	19931231
36303	Erosio Corneae Recidivans                                    	H188B	1		19710401	19931231
36308	Keratitis Cum Ulceratione Alia Definita                      	H160	2	A	19710401	19931231
36309	Keratitis Cum Ulceratione                                    	H160	2	A	19710401	19931231
36390	Keratitis Superficialis (Ulcus Non Indicatum)                	H168	3	C	19710401	19931231
36391	Keratitis Profunda, Interstitialis                           	H163	1		19710401	19931231
36392	Keratitis E Lagophthalmo                                     	H168	3	C	19710401	19931231
36393	Keratitis Neuroparalytica                                    	H168	3	C	19710401	19931231
36394	Keratitis Phlyctaenulosa                                     	H162A	2		19710401	19931231
36395	Keratitis Marginalis                                         	H160G	2		19710401	19931231
36398	Keratitis(Ulcus Non Indicatum) Alia Definita                 	H16	2	A	19710401	19931231
36399	Keratitis(Ulcus Non Indicatum)                               	H169	2		19710401	19931231
36400	Iritis,Iridocyclitis Acuta                                   	H200	2		19710401	19931231
36401	Iritis,Iridocyclitis Chronica                                	H201	2		19710401	19931231
36402	Iritis,Iridocyclitis Glaucomatosa                            	H404	3		19710401	19931231
36403	Iritis,Iridocyclitis Nodosa                                  	H208	3	C	19710401	19931231
36404	Keratoiritis.                                                	H208	3	C	19730401	19750331
36404	Keratoiritis.                                                	H208	3	C	19750401	19931231
36408	Iritis,Iridocyclitis Alia Definita                           	H20	3	A	19710401	19931231
36409	Iritis                                                       	H20	2	A	19710401	19931231
36500	Chorioiditis Anterior                                        	H308	3	C	19710401	19931231
36501	Chorioiditis Centralis                                       	H300A	3	C	19710401	19931231
36502	Chorioiditis Disseminata                                     	H301A	1		19710401	19931231
36503	Chorioiditis Juxtapapillaris                                 	H300A	2		19710401	19931231
36508	Chorioiditis Alia Definita                                   	H30	3	A	19710401	19931231
36509	Chorioiditis                                                 	H30	3	A	19710401	19931231
36600	Abscessus Oculi,Panophthalmia                                	H440B	2		19710401	19931231
36601	Ophthalmia Metastatica                                       	H30	5		19710401	19931231
36602	Ophthalmia Sympathica                                        	H441B	2		19710401	19931231
36603	Chorioretinitis                                              	H309	2		19710401	19931231
36604	Panuveitis.                                                  	H208	3		19730401	19750331
36604	Panuveitis.                                                  	H208	3		19750401	19931231
36609	Inflammatio Tractus Uvealis Alia                             	H21	5		19710401	19931231
36700	Retinitis Infectiosa                                         	H30	3	A	19710401	19931231
